mercury,Y,Venus,Y,Earth,Y,Mars,Y
1.67E+07,-4.93E+07,6.82E+07,-8.35E+07,9.19E+07,-1.16E+08,1.12E+08,-1.84E+08
1.67E+07,-4.93E+07,6.82E+07,-8.34E+07,9.19E+07,-1.16E+08,1.12E+08,-1.84E+08
1.68E+07,-4.92E+07,6.83E+07,-8.34E+07,9.20E+07,-1.16E+08,1.12E+08,-1.84E+08
1.68E+07,-4.92E+07,6.83E+07,-8.33E+07,9.21E+07,-1.16E+08,1.12E+08,-1.84E+08
1.68E+07,-4.92E+07,6.84E+07,-8.33E+07,9.22E+07,-1.16E+08,1.12E+08,-1.84E+08
1.69E+07,-4.92E+07,6.84E+07,-8.32E+07,9.22E+07,-1.16E+08,1.12E+08,-1.84E+08
1.69E+07,-4.92E+07,6.85E+07,-8.32E+07,9.23E+07,-1.16E+08,1.12E+08,-1.84E+08
1.70E+07,-4.91E+07,6.85E+07,-8.31E+07,9.24E+07,-1.16E+08,1.13E+08,-1.84E+08
1.70E+07,-4.91E+07,6.86E+07,-8.31E+07,9.24E+07,-1.16E+08,1.13E+08,-1.84E+08
1.70E+07,-4.91E+07,6.86E+07,-8.31E+07,9.25E+07,-1.16E+08,1.13E+08,-1.84E+08
1.71E+07,-4.91E+07,6.87E+07,-8.30E+07,9.26E+07,-1.15E+08,1.13E+08,-1.83E+08
1.71E+07,-4.91E+07,6.87E+07,-8.30E+07,9.27E+07,-1.15E+08,1.13E+08,-1.83E+08
1.71E+07,-4.90E+07,6.88E+07,-8.29E+07,9.27E+07,-1.15E+08,1.13E+08,-1.83E+08
1.72E+07,-4.90E+07,6.88E+07,-8.29E+07,9.28E+07,-1.15E+08,1.13E+08,-1.83E+08
1.72E+07,-4.90E+07,6.89E+07,-8.28E+07,9.29E+07,-1.15E+08,1.13E+08,-1.83E+08
1.72E+07,-4.90E+07,6.89E+07,-8.28E+07,9.30E+07,-1.15E+08,1.13E+08,-1.83E+08
1.73E+07,-4.90E+07,6.90E+07,-8.28E+07,9.30E+07,-1.15E+08,1.14E+08,-1.83E+08
1.73E+07,-4.89E+07,6.91E+07,-8.27E+07,9.31E+07,-1.15E+08,1.14E+08,-1.83E+08
1.73E+07,-4.89E+07,6.91E+07,-8.27E+07,9.32E+07,-1.15E+08,1.14E+08,-1.83E+08
1.74E+07,-4.89E+07,6.92E+07,-8.26E+07,9.33E+07,-1.15E+08,1.14E+08,-1.83E+08
1.74E+07,-4.89E+07,6.92E+07,-8.26E+07,9.33E+07,-1.15E+08,1.14E+08,-1.83E+08
1.74E+07,-4.89E+07,6.93E+07,-8.25E+07,9.34E+07,-1.15E+08,1.14E+08,-1.82E+08
1.75E+07,-4.88E+07,6.93E+07,-8.25E+07,9.35E+07,-1.15E+08,1.14E+08,-1.82E+08
1.75E+07,-4.88E+07,6.94E+07,-8.24E+07,9.35E+07,-1.15E+08,1.14E+08,-1.82E+08
1.76E+07,-4.88E+07,6.94E+07,-8.24E+07,9.36E+07,-1.15E+08,1.15E+08,-1.82E+08
1.76E+07,-4.88E+07,6.95E+07,-8.24E+07,9.37E+07,-1.15E+08,1.15E+08,-1.82E+08
1.76E+07,-4.88E+07,6.95E+07,-8.23E+07,9.38E+07,-1.14E+08,1.15E+08,-1.82E+08
1.77E+07,-4.87E+07,6.96E+07,-8.23E+07,9.38E+07,-1.14E+08,1.15E+08,-1.82E+08
1.77E+07,-4.87E+07,6.96E+07,-8.22E+07,9.39E+07,-1.14E+08,1.15E+08,-1.82E+08
1.77E+07,-4.87E+07,6.97E+07,-8.22E+07,9.40E+07,-1.14E+08,1.15E+08,-1.82E+08
1.78E+07,-4.87E+07,6.97E+07,-8.21E+07,9.41E+07,-1.14E+08,1.15E+08,-1.82E+08
1.78E+07,-4.86E+07,6.98E+07,-8.21E+07,9.41E+07,-1.14E+08,1.15E+08,-1.82E+08
1.78E+07,-4.86E+07,6.98E+07,-8.20E+07,9.42E+07,-1.14E+08,1.16E+08,-1.81E+08
1.79E+07,-4.86E+07,6.99E+07,-8.20E+07,9.43E+07,-1.14E+08,1.16E+08,-1.81E+08
1.79E+07,-4.86E+07,6.99E+07,-8.20E+07,9.43E+07,-1.14E+08,1.16E+08,-1.81E+08
1.79E+07,-4.86E+07,7.00E+07,-8.19E+07,9.44E+07,-1.14E+08,1.16E+08,-1.81E+08
1.80E+07,-4.85E+07,7.00E+07,-8.19E+07,9.45E+07,-1.14E+08,1.16E+08,-1.81E+08
1.80E+07,-4.85E+07,7.01E+07,-8.18E+07,9.46E+07,-1.14E+08,1.16E+08,-1.81E+08
1.80E+07,-4.85E+07,7.01E+07,-8.18E+07,9.46E+07,-1.14E+08,1.16E+08,-1.81E+08
1.81E+07,-4.85E+07,7.02E+07,-8.17E+07,9.47E+07,-1.14E+08,1.16E+08,-1.81E+08
1.81E+07,-4.85E+07,7.02E+07,-8.17E+07,9.48E+07,-1.14E+08,1.17E+08,-1.81E+08
1.81E+07,-4.84E+07,7.03E+07,-8.16E+07,9.49E+07,-1.14E+08,1.17E+08,-1.81E+08
1.82E+07,-4.84E+07,7.03E+07,-8.16E+07,9.49E+07,-1.14E+08,1.17E+08,-1.81E+08
1.82E+07,-4.84E+07,7.04E+07,-8.16E+07,9.50E+07,-1.13E+08,1.17E+08,-1.80E+08
1.82E+07,-4.84E+07,7.05E+07,-8.15E+07,9.51E+07,-1.13E+08,1.17E+08,-1.80E+08
1.83E+07,-4.84E+07,7.05E+07,-8.15E+07,9.51E+07,-1.13E+08,1.17E+08,-1.80E+08
1.83E+07,-4.83E+07,7.06E+07,-8.14E+07,9.52E+07,-1.13E+08,1.17E+08,-1.80E+08
1.84E+07,-4.83E+07,7.06E+07,-8.14E+07,9.53E+07,-1.13E+08,1.17E+08,-1.80E+08
1.84E+07,-4.83E+07,7.07E+07,-8.13E+07,9.54E+07,-1.13E+08,1.17E+08,-1.80E+08
1.84E+07,-4.83E+07,7.07E+07,-8.13E+07,9.54E+07,-1.13E+08,1.18E+08,-1.80E+08
1.85E+07,-4.83E+07,7.08E+07,-8.12E+07,9.55E+07,-1.13E+08,1.18E+08,-1.80E+08
1.85E+07,-4.82E+07,7.08E+07,-8.12E+07,9.56E+07,-1.13E+08,1.18E+08,-1.80E+08
1.85E+07,-4.82E+07,7.09E+07,-8.11E+07,9.56E+07,-1.13E+08,1.18E+08,-1.80E+08
1.86E+07,-4.82E+07,7.09E+07,-8.11E+07,9.57E+07,-1.13E+08,1.18E+08,-1.80E+08
1.86E+07,-4.82E+07,7.10E+07,-8.11E+07,9.58E+07,-1.13E+08,1.18E+08,-1.79E+08
1.86E+07,-4.82E+07,7.10E+07,-8.10E+07,9.59E+07,-1.13E+08,1.18E+08,-1.79E+08
1.87E+07,-4.81E+07,7.11E+07,-8.10E+07,9.59E+07,-1.13E+08,1.18E+08,-1.79E+08
1.87E+07,-4.81E+07,7.11E+07,-8.09E+07,9.60E+07,-1.13E+08,1.19E+08,-1.79E+08
1.87E+07,-4.81E+07,7.12E+07,-8.09E+07,9.61E+07,-1.13E+08,1.19E+08,-1.79E+08
1.88E+07,-4.81E+07,7.12E+07,-8.08E+07,9.61E+07,-1.12E+08,1.19E+08,-1.79E+08
1.88E+07,-4.80E+07,7.13E+07,-8.08E+07,9.62E+07,-1.12E+08,1.19E+08,-1.79E+08
1.88E+07,-4.80E+07,7.13E+07,-8.07E+07,9.63E+07,-1.12E+08,1.19E+08,-1.79E+08
1.89E+07,-4.80E+07,7.14E+07,-8.07E+07,9.64E+07,-1.12E+08,1.19E+08,-1.79E+08
1.89E+07,-4.80E+07,7.14E+07,-8.06E+07,9.64E+07,-1.12E+08,1.19E+08,-1.79E+08
1.89E+07,-4.80E+07,7.15E+07,-8.06E+07,9.65E+07,-1.12E+08,1.19E+08,-1.78E+08
1.90E+07,-4.79E+07,7.15E+07,-8.06E+07,9.66E+07,-1.12E+08,1.20E+08,-1.78E+08
1.90E+07,-4.79E+07,7.16E+07,-8.05E+07,9.66E+07,-1.12E+08,1.20E+08,-1.78E+08
1.90E+07,-4.79E+07,7.16E+07,-8.05E+07,9.67E+07,-1.12E+08,1.20E+08,-1.78E+08
1.91E+07,-4.79E+07,7.17E+07,-8.04E+07,9.68E+07,-1.12E+08,1.20E+08,-1.78E+08
1.91E+07,-4.79E+07,7.17E+07,-8.04E+07,9.69E+07,-1.12E+08,1.20E+08,-1.78E+08
1.92E+07,-4.78E+07,7.18E+07,-8.03E+07,9.69E+07,-1.12E+08,1.20E+08,-1.78E+08
1.92E+07,-4.78E+07,7.18E+07,-8.03E+07,9.70E+07,-1.12E+08,1.20E+08,-1.78E+08
1.92E+07,-4.78E+07,7.19E+07,-8.02E+07,9.71E+07,-1.12E+08,1.20E+08,-1.78E+08
1.93E+07,-4.78E+07,7.19E+07,-8.02E+07,9.71E+07,-1.12E+08,1.20E+08,-1.78E+08
1.93E+07,-4.77E+07,7.20E+07,-8.01E+07,9.72E+07,-1.12E+08,1.21E+08,-1.78E+08
1.93E+07,-4.77E+07,7.20E+07,-8.01E+07,9.73E+07,-1.11E+08,1.21E+08,-1.77E+08
1.94E+07,-4.77E+07,7.21E+07,-8.01E+07,9.74E+07,-1.11E+08,1.21E+08,-1.77E+08
1.94E+07,-4.77E+07,7.21E+07,-8.00E+07,9.74E+07,-1.11E+08,1.21E+08,-1.77E+08
1.94E+07,-4.77E+07,7.22E+07,-8.00E+07,9.75E+07,-1.11E+08,1.21E+08,-1.77E+08
1.95E+07,-4.76E+07,7.22E+07,-7.99E+07,9.76E+07,-1.11E+08,1.21E+08,-1.77E+08
1.95E+07,-4.76E+07,7.23E+07,-7.99E+07,9.76E+07,-1.11E+08,1.21E+08,-1.77E+08
1.95E+07,-4.76E+07,7.23E+07,-7.98E+07,9.77E+07,-1.11E+08,1.21E+08,-1.77E+08
1.96E+07,-4.76E+07,7.24E+07,-7.98E+07,9.78E+07,-1.11E+08,1.22E+08,-1.77E+08
1.96E+07,-4.76E+07,7.24E+07,-7.97E+07,9.78E+07,-1.11E+08,1.22E+08,-1.77E+08
1.96E+07,-4.75E+07,7.25E+07,-7.97E+07,9.79E+07,-1.11E+08,1.22E+08,-1.77E+08
1.97E+07,-4.75E+07,7.25E+07,-7.96E+07,9.80E+07,-1.11E+08,1.22E+08,-1.77E+08
1.97E+07,-4.75E+07,7.26E+07,-7.96E+07,9.81E+07,-1.11E+08,1.22E+08,-1.76E+08
1.97E+07,-4.75E+07,7.26E+07,-7.95E+07,9.81E+07,-1.11E+08,1.22E+08,-1.76E+08
1.98E+07,-4.74E+07,7.27E+07,-7.95E+07,9.82E+07,-1.11E+08,1.22E+08,-1.76E+08
1.98E+07,-4.74E+07,7.27E+07,-7.95E+07,9.83E+07,-1.11E+08,1.22E+08,-1.76E+08
1.98E+07,-4.74E+07,7.28E+07,-7.94E+07,9.83E+07,-1.10E+08,1.23E+08,-1.76E+08
1.99E+07,-4.74E+07,7.28E+07,-7.94E+07,9.84E+07,-1.10E+08,1.23E+08,-1.76E+08
1.99E+07,-4.74E+07,7.29E+07,-7.93E+07,9.85E+07,-1.10E+08,1.23E+08,-1.76E+08
1.99E+07,-4.73E+07,7.29E+07,-7.93E+07,9.86E+07,-1.10E+08,1.23E+08,-1.76E+08
2.00E+07,-4.73E+07,7.30E+07,-7.92E+07,9.86E+07,-1.10E+08,1.23E+08,-1.76E+08
2.00E+07,-4.73E+07,7.30E+07,-7.92E+07,9.87E+07,-1.10E+08,1.23E+08,-1.76E+08
2.00E+07,-4.73E+07,7.31E+07,-7.91E+07,9.88E+07,-1.10E+08,1.23E+08,-1.75E+08
2.01E+07,-4.72E+07,7.31E+07,-7.91E+07,9.88E+07,-1.10E+08,1.23E+08,-1.75E+08
2.01E+07,-4.72E+07,7.32E+07,-7.90E+07,9.89E+07,-1.10E+08,1.23E+08,-1.75E+08
2.01E+07,-4.72E+07,7.32E+07,-7.90E+07,9.90E+07,-1.10E+08,1.24E+08,-1.75E+08
2.02E+07,-4.72E+07,7.33E+07,-7.89E+07,9.90E+07,-1.10E+08,1.24E+08,-1.75E+08
2.02E+07,-4.72E+07,7.33E+07,-7.89E+07,9.91E+07,-1.10E+08,1.24E+08,-1.75E+08
2.02E+07,-4.71E+07,7.34E+07,-7.88E+07,9.92E+07,-1.10E+08,1.24E+08,-1.75E+08
2.03E+07,-4.71E+07,7.34E+07,-7.88E+07,9.92E+07,-1.10E+08,1.24E+08,-1.75E+08
2.03E+07,-4.71E+07,7.35E+07,-7.88E+07,9.93E+07,-1.10E+08,1.24E+08,-1.75E+08
2.04E+07,-4.71E+07,7.35E+07,-7.87E+07,9.94E+07,-1.10E+08,1.24E+08,-1.75E+08
2.04E+07,-4.70E+07,7.36E+07,-7.87E+07,9.95E+07,-1.09E+08,1.24E+08,-1.74E+08
2.04E+07,-4.70E+07,7.36E+07,-7.86E+07,9.95E+07,-1.09E+08,1.25E+08,-1.74E+08
2.05E+07,-4.70E+07,7.37E+07,-7.86E+07,9.96E+07,-1.09E+08,1.25E+08,-1.74E+08
2.05E+07,-4.70E+07,7.37E+07,-7.85E+07,9.97E+07,-1.09E+08,1.25E+08,-1.74E+08
2.05E+07,-4.70E+07,7.38E+07,-7.85E+07,9.97E+07,-1.09E+08,1.25E+08,-1.74E+08
2.06E+07,-4.69E+07,7.38E+07,-7.84E+07,9.98E+07,-1.09E+08,1.25E+08,-1.74E+08
2.06E+07,-4.69E+07,7.39E+07,-7.84E+07,9.99E+07,-1.09E+08,1.25E+08,-1.74E+08
2.06E+07,-4.69E+07,7.39E+07,-7.83E+07,9.99E+07,-1.09E+08,1.25E+08,-1.74E+08
2.07E+07,-4.69E+07,7.40E+07,-7.83E+07,1.00E+08,-1.09E+08,1.25E+08,-1.74E+08
2.07E+07,-4.68E+07,7.40E+07,-7.82E+07,1.00E+08,-1.09E+08,1.25E+08,-1.74E+08
2.07E+07,-4.68E+07,7.41E+07,-7.82E+07,1.00E+08,-1.09E+08,1.26E+08,-1.74E+08
2.08E+07,-4.68E+07,7.41E+07,-7.81E+07,1.00E+08,-1.09E+08,1.26E+08,-1.73E+08
2.08E+07,-4.68E+07,7.42E+07,-7.81E+07,1.00E+08,-1.09E+08,1.26E+08,-1.73E+08
2.08E+07,-4.67E+07,7.42E+07,-7.80E+07,1.00E+08,-1.09E+08,1.26E+08,-1.73E+08
2.09E+07,-4.67E+07,7.43E+07,-7.80E+07,1.00E+08,-1.09E+08,1.26E+08,-1.73E+08
2.09E+07,-4.67E+07,7.43E+07,-7.80E+07,1.00E+08,-1.08E+08,1.26E+08,-1.73E+08
2.09E+07,-4.67E+07,7.44E+07,-7.79E+07,1.01E+08,-1.08E+08,1.26E+08,-1.73E+08
2.10E+07,-4.67E+07,7.44E+07,-7.79E+07,1.01E+08,-1.08E+08,1.26E+08,-1.73E+08
2.10E+07,-4.66E+07,7.45E+07,-7.78E+07,1.01E+08,-1.08E+08,1.26E+08,-1.73E+08
2.10E+07,-4.66E+07,7.45E+07,-7.78E+07,1.01E+08,-1.08E+08,1.27E+08,-1.73E+08
2.11E+07,-4.66E+07,7.46E+07,-7.77E+07,1.01E+08,-1.08E+08,1.27E+08,-1.73E+08
2.11E+07,-4.66E+07,7.46E+07,-7.77E+07,1.01E+08,-1.08E+08,1.27E+08,-1.72E+08
2.11E+07,-4.65E+07,7.47E+07,-7.76E+07,1.01E+08,-1.08E+08,1.27E+08,-1.72E+08
2.12E+07,-4.65E+07,7.47E+07,-7.76E+07,1.01E+08,-1.08E+08,1.27E+08,-1.72E+08
2.12E+07,-4.65E+07,7.48E+07,-7.75E+07,1.01E+08,-1.08E+08,1.27E+08,-1.72E+08
2.12E+07,-4.65E+07,7.48E+07,-7.75E+07,1.01E+08,-1.08E+08,1.27E+08,-1.72E+08
2.13E+07,-4.65E+07,7.49E+07,-7.74E+07,1.01E+08,-1.08E+08,1.27E+08,-1.72E+08
2.13E+07,-4.64E+07,7.49E+07,-7.74E+07,1.01E+08,-1.08E+08,1.28E+08,-1.72E+08
2.13E+07,-4.64E+07,7.50E+07,-7.73E+07,1.01E+08,-1.08E+08,1.28E+08,-1.72E+08
2.14E+07,-4.64E+07,7.50E+07,-7.73E+07,1.01E+08,-1.08E+08,1.28E+08,-1.72E+08
2.14E+07,-4.64E+07,7.51E+07,-7.72E+07,1.02E+08,-1.07E+08,1.28E+08,-1.72E+08
2.14E+07,-4.63E+07,7.51E+07,-7.72E+07,1.02E+08,-1.07E+08,1.28E+08,-1.71E+08
2.15E+07,-4.63E+07,7.52E+07,-7.71E+07,1.02E+08,-1.07E+08,1.28E+08,-1.71E+08
2.15E+07,-4.63E+07,7.52E+07,-7.71E+07,1.02E+08,-1.07E+08,1.28E+08,-1.71E+08
2.15E+07,-4.63E+07,7.53E+07,-7.70E+07,1.02E+08,-1.07E+08,1.28E+08,-1.71E+08
2.16E+07,-4.62E+07,7.53E+07,-7.70E+07,1.02E+08,-1.07E+08,1.28E+08,-1.71E+08
2.16E+07,-4.62E+07,7.54E+07,-7.70E+07,1.02E+08,-1.07E+08,1.29E+08,-1.71E+08
2.16E+07,-4.62E+07,7.54E+07,-7.69E+07,1.02E+08,-1.07E+08,1.29E+08,-1.71E+08
2.17E+07,-4.62E+07,7.55E+07,-7.69E+07,1.02E+08,-1.07E+08,1.29E+08,-1.71E+08
2.17E+07,-4.61E+07,7.55E+07,-7.68E+07,1.02E+08,-1.07E+08,1.29E+08,-1.71E+08
2.17E+07,-4.61E+07,7.55E+07,-7.68E+07,1.02E+08,-1.07E+08,1.29E+08,-1.71E+08
2.18E+07,-4.61E+07,7.56E+07,-7.67E+07,1.02E+08,-1.07E+08,1.29E+08,-1.70E+08
2.18E+07,-4.61E+07,7.56E+07,-7.67E+07,1.02E+08,-1.07E+08,1.29E+08,-1.70E+08
2.18E+07,-4.61E+07,7.57E+07,-7.66E+07,1.02E+08,-1.07E+08,1.29E+08,-1.70E+08
2.19E+07,-4.60E+07,7.57E+07,-7.66E+07,1.02E+08,-1.07E+08,1.29E+08,-1.70E+08
2.19E+07,-4.60E+07,7.58E+07,-7.65E+07,1.03E+08,-1.06E+08,1.30E+08,-1.70E+08
2.19E+07,-4.60E+07,7.58E+07,-7.65E+07,1.03E+08,-1.06E+08,1.30E+08,-1.70E+08
2.20E+07,-4.60E+07,7.59E+07,-7.64E+07,1.03E+08,-1.06E+08,1.30E+08,-1.70E+08
2.20E+07,-4.59E+07,7.59E+07,-7.64E+07,1.03E+08,-1.06E+08,1.30E+08,-1.70E+08
2.20E+07,-4.59E+07,7.60E+07,-7.63E+07,1.03E+08,-1.06E+08,1.30E+08,-1.70E+08
2.21E+07,-4.59E+07,7.60E+07,-7.63E+07,1.03E+08,-1.06E+08,1.30E+08,-1.70E+08
2.21E+07,-4.59E+07,7.61E+07,-7.62E+07,1.03E+08,-1.06E+08,1.30E+08,-1.69E+08
2.21E+07,-4.58E+07,7.61E+07,-7.62E+07,1.03E+08,-1.06E+08,1.30E+08,-1.69E+08
2.22E+07,-4.58E+07,7.62E+07,-7.61E+07,1.03E+08,-1.06E+08,1.31E+08,-1.69E+08
2.22E+07,-4.58E+07,7.62E+07,-7.61E+07,1.03E+08,-1.06E+08,1.31E+08,-1.69E+08
2.22E+07,-4.58E+07,7.63E+07,-7.60E+07,1.03E+08,-1.06E+08,1.31E+08,-1.69E+08
2.23E+07,-4.57E+07,7.63E+07,-7.60E+07,1.03E+08,-1.06E+08,1.31E+08,-1.69E+08
2.23E+07,-4.57E+07,7.64E+07,-7.59E+07,1.03E+08,-1.06E+08,1.31E+08,-1.69E+08
2.23E+07,-4.57E+07,7.64E+07,-7.59E+07,1.03E+08,-1.06E+08,1.31E+08,-1.69E+08
2.24E+07,-4.57E+07,7.65E+07,-7.58E+07,1.03E+08,-1.06E+08,1.31E+08,-1.69E+08
2.24E+07,-4.56E+07,7.65E+07,-7.58E+07,1.04E+08,-1.05E+08,1.31E+08,-1.69E+08
2.24E+07,-4.56E+07,7.66E+07,-7.57E+07,1.04E+08,-1.05E+08,1.31E+08,-1.68E+08
2.25E+07,-4.56E+07,7.66E+07,-7.57E+07,1.04E+08,-1.05E+08,1.32E+08,-1.68E+08
2.25E+07,-4.56E+07,7.67E+07,-7.56E+07,1.04E+08,-1.05E+08,1.32E+08,-1.68E+08
2.25E+07,-4.56E+07,7.67E+07,-7.56E+07,1.04E+08,-1.05E+08,1.32E+08,-1.68E+08
2.26E+07,-4.55E+07,7.67E+07,-7.55E+07,1.04E+08,-1.05E+08,1.32E+08,-1.68E+08
2.26E+07,-4.55E+07,7.68E+07,-7.55E+07,1.04E+08,-1.05E+08,1.32E+08,-1.68E+08
2.26E+07,-4.55E+07,7.68E+07,-7.54E+07,1.04E+08,-1.05E+08,1.32E+08,-1.68E+08
2.27E+07,-4.55E+07,7.69E+07,-7.54E+07,1.04E+08,-1.05E+08,1.32E+08,-1.68E+08
2.27E+07,-4.54E+07,7.69E+07,-7.53E+07,1.04E+08,-1.05E+08,1.32E+08,-1.68E+08
2.27E+07,-4.54E+07,7.70E+07,-7.53E+07,1.04E+08,-1.05E+08,1.32E+08,-1.68E+08
2.28E+07,-4.54E+07,7.70E+07,-7.53E+07,1.04E+08,-1.05E+08,1.33E+08,-1.67E+08
2.28E+07,-4.54E+07,7.71E+07,-7.52E+07,1.04E+08,-1.05E+08,1.33E+08,-1.67E+08
2.28E+07,-4.53E+07,7.71E+07,-7.52E+07,1.04E+08,-1.05E+08,1.33E+08,-1.67E+08
2.29E+07,-4.53E+07,7.72E+07,-7.51E+07,1.04E+08,-1.05E+08,1.33E+08,-1.67E+08
2.29E+07,-4.53E+07,7.72E+07,-7.51E+07,1.05E+08,-1.04E+08,1.33E+08,-1.67E+08
2.29E+07,-4.53E+07,7.73E+07,-7.50E+07,1.05E+08,-1.04E+08,1.33E+08,-1.67E+08
2.30E+07,-4.52E+07,7.73E+07,-7.50E+07,1.05E+08,-1.04E+08,1.33E+08,-1.67E+08
2.30E+07,-4.52E+07,7.74E+07,-7.49E+07,1.05E+08,-1.04E+08,1.33E+08,-1.67E+08
2.30E+07,-4.52E+07,7.74E+07,-7.49E+07,1.05E+08,-1.04E+08,1.33E+08,-1.67E+08
2.31E+07,-4.52E+07,7.75E+07,-7.48E+07,1.05E+08,-1.04E+08,1.34E+08,-1.66E+08
2.31E+07,-4.51E+07,7.75E+07,-7.48E+07,1.05E+08,-1.04E+08,1.34E+08,-1.66E+08
2.31E+07,-4.51E+07,7.76E+07,-7.47E+07,1.05E+08,-1.04E+08,1.34E+08,-1.66E+08
2.32E+07,-4.51E+07,7.76E+07,-7.47E+07,1.05E+08,-1.04E+08,1.34E+08,-1.66E+08
2.32E+07,-4.51E+07,7.77E+07,-7.46E+07,1.05E+08,-1.04E+08,1.34E+08,-1.66E+08
2.32E+07,-4.50E+07,7.77E+07,-7.46E+07,1.05E+08,-1.04E+08,1.34E+08,-1.66E+08
2.33E+07,-4.50E+07,7.77E+07,-7.45E+07,1.05E+08,-1.04E+08,1.34E+08,-1.66E+08
2.33E+07,-4.50E+07,7.78E+07,-7.45E+07,1.05E+08,-1.04E+08,1.34E+08,-1.66E+08
2.33E+07,-4.50E+07,7.78E+07,-7.44E+07,1.05E+08,-1.04E+08,1.34E+08,-1.66E+08
2.34E+07,-4.49E+07,7.79E+07,-7.44E+07,1.05E+08,-1.04E+08,1.35E+08,-1.66E+08
2.34E+07,-4.49E+07,7.79E+07,-7.43E+07,1.06E+08,-1.03E+08,1.35E+08,-1.65E+08
2.34E+07,-4.49E+07,7.80E+07,-7.43E+07,1.06E+08,-1.03E+08,1.35E+08,-1.65E+08
2.35E+07,-4.49E+07,7.80E+07,-7.42E+07,1.06E+08,-1.03E+08,1.35E+08,-1.65E+08
2.35E+07,-4.48E+07,7.81E+07,-7.42E+07,1.06E+08,-1.03E+08,1.35E+08,-1.65E+08
2.35E+07,-4.48E+07,7.81E+07,-7.41E+07,1.06E+08,-1.03E+08,1.35E+08,-1.65E+08
2.36E+07,-4.48E+07,7.82E+07,-7.41E+07,1.06E+08,-1.03E+08,1.35E+08,-1.65E+08
2.36E+07,-4.48E+07,7.82E+07,-7.40E+07,1.06E+08,-1.03E+08,1.35E+08,-1.65E+08
2.36E+07,-4.47E+07,7.83E+07,-7.40E+07,1.06E+08,-1.03E+08,1.35E+08,-1.65E+08
2.37E+07,-4.47E+07,7.83E+07,-7.39E+07,1.06E+08,-1.03E+08,1.36E+08,-1.65E+08
2.37E+07,-4.47E+07,7.84E+07,-7.39E+07,1.06E+08,-1.03E+08,1.36E+08,-1.64E+08
2.37E+07,-4.47E+07,7.84E+07,-7.38E+07,1.06E+08,-1.03E+08,1.36E+08,-1.64E+08
2.38E+07,-4.46E+07,7.84E+07,-7.38E+07,1.06E+08,-1.03E+08,1.36E+08,-1.64E+08
2.38E+07,-4.46E+07,7.85E+07,-7.37E+07,1.06E+08,-1.03E+08,1.36E+08,-1.64E+08
2.38E+07,-4.46E+07,7.85E+07,-7.37E+07,1.06E+08,-1.03E+08,1.36E+08,-1.64E+08
2.39E+07,-4.46E+07,7.86E+07,-7.36E+07,1.06E+08,-1.02E+08,1.36E+08,-1.64E+08
2.39E+07,-4.45E+07,7.86E+07,-7.36E+07,1.07E+08,-1.02E+08,1.36E+08,-1.64E+08
2.39E+07,-4.45E+07,7.87E+07,-7.35E+07,1.07E+08,-1.02E+08,1.36E+08,-1.64E+08
2.40E+07,-4.45E+07,7.87E+07,-7.35E+07,1.07E+08,-1.02E+08,1.37E+08,-1.64E+08
2.40E+07,-4.45E+07,7.88E+07,-7.34E+07,1.07E+08,-1.02E+08,1.37E+08,-1.64E+08
2.40E+07,-4.44E+07,7.88E+07,-7.34E+07,1.07E+08,-1.02E+08,1.37E+08,-1.63E+08
2.41E+07,-4.44E+07,7.89E+07,-7.33E+07,1.07E+08,-1.02E+08,1.37E+08,-1.63E+08
2.41E+07,-4.44E+07,7.89E+07,-7.33E+07,1.07E+08,-1.02E+08,1.37E+08,-1.63E+08
2.41E+07,-4.44E+07,7.90E+07,-7.32E+07,1.07E+08,-1.02E+08,1.37E+08,-1.63E+08
2.42E+07,-4.43E+07,7.90E+07,-7.32E+07,1.07E+08,-1.02E+08,1.37E+08,-1.63E+08
2.42E+07,-4.43E+07,7.90E+07,-7.31E+07,1.07E+08,-1.02E+08,1.37E+08,-1.63E+08
2.42E+07,-4.43E+07,7.91E+07,-7.31E+07,1.07E+08,-1.02E+08,1.37E+08,-1.63E+08
2.43E+07,-4.43E+07,7.91E+07,-7.30E+07,1.07E+08,-1.02E+08,1.38E+08,-1.63E+08
2.43E+07,-4.42E+07,7.92E+07,-7.30E+07,1.07E+08,-1.02E+08,1.38E+08,-1.63E+08
2.43E+07,-4.42E+07,7.92E+07,-7.29E+07,1.07E+08,-1.02E+08,1.38E+08,-1.62E+08
2.44E+07,-4.42E+07,7.93E+07,-7.29E+07,1.07E+08,-1.01E+08,1.38E+08,-1.62E+08
2.44E+07,-4.42E+07,7.93E+07,-7.28E+07,1.08E+08,-1.01E+08,1.38E+08,-1.62E+08
2.44E+07,-4.41E+07,7.94E+07,-7.28E+07,1.08E+08,-1.01E+08,1.38E+08,-1.62E+08
2.45E+07,-4.41E+07,7.94E+07,-7.27E+07,1.08E+08,-1.01E+08,1.38E+08,-1.62E+08
2.45E+07,-4.41E+07,7.95E+07,-7.27E+07,1.08E+08,-1.01E+08,1.38E+08,-1.62E+08
2.45E+07,-4.41E+07,7.95E+07,-7.26E+07,1.08E+08,-1.01E+08,1.38E+08,-1.62E+08
2.46E+07,-4.40E+07,7.96E+07,-7.26E+07,1.08E+08,-1.01E+08,1.39E+08,-1.62E+08
